Source,Target
141493,154805
141493,62727
141493,97291
141493,28073
141493,67856
141493,100124
141493,2719
141493,146151
141493,96309
141493,127721
141493,129564
141493,152481
141493,104201
141493,2755
141493,23053
141493,144342
141493,33631
141493,15881
141493,4649
141493,20811
141493,105394
141493,103500
141493,91400
141493,83027
141493,80037
141493,77316
141493,69373
141493,55505
141493,96525
141493,163487
141493,6212
141493,16226
141493,11424
141493,99674
141493,80020
141493,63000
141493,75162
141493,111252
141493,23394
141493,7115
141493,17553
141493,85906
141493,12066
141493,49336
141493,51652
141493,531
141493,73580
141493,78176
141493,27971
141493,138305
141493,7484
141493,84905
141493,52205
141493,110491
141493,67900
141493,20108
141493,149150
141493,142565
141493,137945
141493,144078
141493,86757
141493,162808
141493,18310
141493,101021
141493,89262
141493,32261
141493,140650
141493,65551
141493,69317
141493,125444
141493,122186
141493,85567
141493,143890
141493,109668
141493,133388
141493,22950
141493,36881
141493,140117
141493,66933
141493,150079
141493,148757
141493,46977
141493,21753
141493,63936
141493,79615
141493,48184
141493,4450
141493,62798
141493,19388
141493,121880
141493,50592
141493,142502
141493,136561
141493,152079
141493,99423
141493,782
141493,113098
141493,52338
141493,137126
141493,120774
141493,92439
141493,125269
141493,164441
141493,31362
141493,99829
141493,116920
141493,114395
141493,110249
141493,30851
141493,30852
141493,119259
141493,52011
141493,97006
141493,166230
141493,145911
141493,11628
141493,162270
141493,69584
141493,163428
141493,124061
141493,13233
141493,67478
141493,46550
141493,6513
141493,119292
141493,71355
141493,17114
141493,47917
141493,55343
141493,43534
141493,158608
141493,88758
141493,97471
141493,4774
141493,90139
141493,22705
141493,45596
141493,166419
141493,41015
141493,27248
141493,76279
141493,6190
141493,57234
141493,12521
141493,39092
141493,34750
141493,16162
141493,157006
141493,92614
141493,92339
141493,51665
141493,14648
141493,44087
141493,62741
141493,8433
141493,136670
141493,82672
141493,43133
141493,39951
141493,30092
141493,12612
141493,114483
141493,158691
141493,113201
141493,100771
141493,7950
141493,151799
141493,153763
141493,95505
141493,117377
141493,151453
141493,122526
141493,50881
141493,70078
141493,71605
141493,156481
141493,55748
141493,160823
141493,26024
141493,156357
141493,7991
141493,66451
141493,119709
141493,30036
141493,25256
141493,98676
141493,68997
141493,44747
141493,24845
141493,84235
141493,43197
141493,83472
141493,24744
141493,84502
141493,108386
141493,140327
141493,129570
141493,118462
141493,85413
141493,131116
141493,56877
141493,4426
141493,120398
141493,93407
141493,28980
141493,153354
141493,119139
141493,32022
141493,92303
141493,124323
141493,18306
141493,119742
141493,125024
141493,103813
141493,94074
141493,30947
141493,2317
141493,116876
141493,80919
141493,157744
141493,63923
141493,56720
141493,10141
141493,58365
141493,74321
141493,121877
141493,141308
141493,93358
141493,9245
141493,113845
141493,25817
141493,139226
141493,40604
141493,25376
141493,31216
141493,12739
141493,73555
141493,33872
141493,124055
141493,21991
141493,120136
141493,91114
141493,70156
141493,18137
141493,19324
141493,46405
141493,154640
141493,103728
141493,61504
141493,968
141493,85669
141493,45816
141493,30293
141493,99274
141493,69819
141493,2097
141493,51176
141493,26599
141493,14199
141493,10819
141493,86341
141493,89259
141493,117239
141493,102750
141493,81776
141493,104204
141493,85740
141493,17187
141493,109835
141493,102717
141493,88205
141493,87328
141493,72850
141493,17008
141493,9408
141493,79913
141493,22970
141493,116900
141493,132818
141493,74053
141493,20683
141493,121282
141493,20401
141493,36093
141493,164477
141493,23120
141493,70775
141493,77801
141493,64241
141493,142851
141493,23875
141493,25310
141493,71809
141493,142420
141493,35200
141493,133737
141493,101091
141493,70312
141493,33976
141493,134317
141493,135638
141493,56252
141493,15754
141493,93652
141493,29339
141493,43420
141493,101516
141493,114739
141493,86463
141493,87837
141493,54557
141493,107214
141493,55675
141493,85432
141493,133012
141493,95309
141493,103147
141493,71780
141493,168096
141493,18007
141493,70714
141493,106048
141493,107615
141493,24310
141493,85993
141493,41353
141493,21778
141493,62283
141493,69139
141493,1148
141493,167619
141493,1661
141493,3075
141493,51545
141493,56759
141493,150721
141493,30050
141493,87059
141493,165831
141493,5310
141493,10372
141493,49886
141493,79216
141493,75239
141493,24770
141493,15993
141493,21401
141493,116258
141493,19207
141493,92378
141493,53281
141493,18933
141493,105426
141493,140033
141493,115045
141493,67503
141493,102379
141493,9026
141493,93732
141493,17274
141493,15896
141493,106919
141493,155389
141493,75249
141493,50655
141493,108994
141493,47708
141493,5048
141493,76194
141493,80024
141493,119964
141493,141509
141493,64941
141493,137445
141493,69708
141493,136249
141493,140905
141493,84721
141493,57182
141493,57565
141493,86044
141493,58264
141493,80841
141493,110326
141493,116822
141493,13875
141493,114819
141493,1472
141493,139505
141493,74691
141493,48137
141493,127674
141493,46645
141493,29623
141493,5004
141493,82569
141493,48721
141493,55177
141493,101045
141493,69345
141493,101556
141493,44603
141493,80535
141493,33266
141493,115547
141493,45383
141493,115048
141493,3945
141493,129948
141493,68535
141493,14508
141493,119980
141493,92822
141493,51199
141493,121335
141493,161267
141493,28685
141493,33376
141493,1615
141493,95683
141493,76565
141493,32275
141493,137406
141493,14387
141493,78323
141493,95567
141493,32942
141493,165909
141493,134296
141493,61100
141493,26968
141493,28570
141493,60052
141493,76456
141493,143503
141493,94002
141493,70415
141493,133488
141493,151154
141493,40651
141493,141565
141493,69159
141493,9616
141493,111514
141493,112962
141493,123274
141493,37187
141493,22419
141493,145941
141493,45930
141493,73217
141493,102445
141493,131397
141493,4545
141493,114746
141493,42779
141493,102742
141493,160213
141493,24622
141493,19242
141493,37839
141493,46288
141493,98682
141493,100916
141493,46128
141493,86033
141493,161309
141493,34662
141493,106656
141493,161515
141493,161140
141493,58126
141493,94974
141493,36308
141493,149536
141493,156944
141493,8392
141493,65744
141493,161249
141493,48668
141493,69528
141493,28244
141493,92743
141493,23410
141493,6385
141493,28041
141493,87281
141493,25979
141493,112414
141493,6625
141493,108874
141493,159899
141493,3060
141493,143544
141493,144247
141493,165936
141493,483
141493,125144
141493,95963
141493,12843
141493,131058
141493,151158
141493,140204
141493,113622
141493,129849
141493,104910
141493,126790
141493,84734
141493,164714
141493,119949
141493,63437
141493,50158
141493,162929
141493,124137
141493,49208
141493,18347
141493,29453
141493,54087
141493,89610
141493,59417
141493,102057
141493,69010
141493,32362
141493,80478
141493,140427
141493,134246
141493,98235
141493,99378
141493,109495
141493,120496
141493,149215
141493,158189
141493,33360
141493,11022
141493,122041
141493,62319
141493,77874
141493,62612
141493,131584
141493,136365
141493,164528
141493,123157
141493,146937
141493,39060
141493,131192
141493,26836
141493,85463
141493,59240
141493,78836
141493,125044
141493,121705
141493,73221
141493,40240
141493,68031
141493,86553
141493,88944
141493,89207
141493,8006
141493,17309
141493,1114
141493,118661
141493,20779
141493,81674
141493,95145
141493,50712
141493,8069
141493,117962
141493,93147
141493,8397
141493,38851
141493,167917
141493,89631
141493,70899
141493,17841
141493,94799
141493,91422
141493,70231
141493,52517
141493,100640
141493,107146
141493,167804
141493,108961
141493,98139
141493,10320
141493,93529
141493,164688
141493,22077
141493,4138
141493,69520
141493,165482
141493,91613
141493,136653
141493,84479
141493,46268
141493,93720
141493,101246
141493,28513
141493,94957
141493,87651
141493,100661
141493,132858
141493,146188
141493,80453
141493,39440
141493,114265
141493,167736
141493,67720
141493,121237
141493,2639
141493,45065
141493,67303
141493,3362
141493,89350
141493,8021
141493,24077
141493,52363
141493,113194
141493,55045
141493,24151
141493,68831
141493,140935
141493,63414
141493,108269
141493,34642
141493,127086
141493,90148
141493,6326
141493,81400
141493,43535
141493,43385
141493,14649
141493,139202
141493,117335
141493,108152
141493,4280
141493,46208
141493,37207
141493,83003
141493,129805
141493,17495
141493,3138
141493,134468
141493,156615
141493,134690
141493,29942
141493,103193
141493,16972
141493,114240
141493,145573
141493,15306
141493,3647
141493,110490
141493,55069
141493,56936
141493,142017
141493,152826
141493,9569
141493,135105
141493,122741
141493,62017
141493,90511
141493,87912
141493,145357
141493,27292
141493,148128
141493,65626
141493,63009
141493,28283
141493,165601
141493,79141
141493,83282
141493,33374
141493,73188
141493,123287
141493,49655
141493,63509
141493,137623
141493,46063
141493,135656
141493,35463
141493,61183
141493,97570
141493,117504
141493,102116
141493,2223
141493,82544
141493,74986
141493,3656
141493,126876
141493,56475
141493,166544
141493,25623
141493,121008
141493,160955
141493,154621
141493,25531
141493,153297
141493,93024
141493,131405
141493,52190
141493,77546
141493,133992
141493,75030
141493,150119
141493,161737
141493,122177
141493,102749
141493,79845
141493,58656
141493,735
141493,60141
141493,152415
141493,30824
141493,68265
141493,38415
141493,53785
141493,28128
141493,103218
141493,160419
141493,38305
141493,57494
141493,47332
141493,51889
141493,14148
141493,109673
141493,70445
141493,6193
141493,29979
141493,4083
141493,5659
141493,107711
141493,13796
141493,41522
141493,74667
141493,103934
141493,32284
141493,161472
141493,51039
141493,164225
141493,84575
141493,142772
141493,157450
141493,98785
141493,93872
141493,131267
141493,109619
141493,140479
141493,1566
141493,160523
141493,111864
141493,64348
141493,51950
141493,11342
141493,34319
141493,54143
141493,78950
141493,44939
141493,131448
141493,29404
141493,49401
141493,19178
141493,2670
141493,163156
141493,164088
141493,117446
141493,45637
141493,143314
141493,74251
141493,163564
141493,5096
141493,103633
141493,72524
141493,127216
141493,111606
141493,45775
141493,152061
141493,20924
141493,85132
141493,76280
141493,2604
141493,103194
141493,44272
141493,6373
141493,158253
141493,158221
141493,70860
141493,81592
141493,84004
141493,92497
141493,45793
141493,23573
141493,99826
141493,133089
141493,65702
141493,256
141493,52777
141493,64641
141493,38421
141493,22552
141493,43538
141493,126032
141493,72969
141493,155757
141493,12114
141493,11053
141493,86549
141493,56538
141493,121178
141493,135416
141493,25613
141493,59734
141493,163776
141493,132616
141493,62234
141493,56640
141493,157308
141493,117607
141493,17276
141493,33743
141493,166816
141493,2804
141493,124031
141493,32388
141493,34349
141493,129623
141493,52926
141493,138478
141493,101125
141493,63059
141493,101811
141493,124658
141493,39316
141493,79736
141493,80833
141493,40097
141493,17531
141493,161850
141493,164635
141493,119485
141493,26420
141493,122970
141493,76815
141493,92460
141493,57827
141493,67939
141493,3379
141493,42521
141493,142368
141493,34874
141493,37075
141493,113018
141493,101863
141493,42528
141493,24464
141493,73690
141493,94323
141493,5869
141493,54200
141493,46702
141493,55256
141493,150994
141493,37361
141493,106637
141493,41453
141493,105458
141493,93693
141493,140069
141493,99641
141493,69796
141493,146265
141493,67052
141493,64197
141493,87885
141493,38587
141493,82420
141493,76452
141493,86479
141493,53288
141493,40547
141493,111395
141493,84596
141493,79999
141493,56504
141493,77477
141493,32458
141493,65429
141493,44090
141493,64895
141493,163929
141493,95858
141493,129524
141493,29709
141493,87464
141493,155178
141493,160305
141493,28307
141493,68577
141493,94566
141493,28677
141493,45024
141493,120322
141493,83320
141493,55414
141493,91567
141493,30520
141493,139908
141493,86396
141493,41840
141493,74614
141493,17887
141493,495
141493,27807
141493,9592
141493,96485
141493,52262
141493,152927
141493,62073
141493,149414
141493,5897
141493,8751
141493,161967
141493,42982
141493,52282
141493,113830
141493,41824
141493,19297
141493,100978
141493,146221
141493,34475
141493,9859
141493,47029
141493,109134
141493,71672
141493,86155
141493,148700
141493,74377
141493,112869
141493,50693
141493,158059
141493,115496
141493,129463
141493,66141
141493,149407
141493,143786
141493,96145
141493,131651
141493,148323
141493,28704
141493,8083
141493,165339
141493,13718
141493,103249
141493,135726
141493,158930
141493,135139
141493,10735
141493,84684
141493,62836
141493,130526
141493,144514
141493,32054
141493,46240
141493,6371
141493,127636
141493,66249
141493,7101
141493,115159
141493,159427
141493,7649
141493,64754
141493,79257
141493,58594
141493,160333
141493,82531
141493,168075
141493,34458
141493,103729
141493,79367
141493,67951
141493,101764
141493,154536
141493,20237
141493,32440
141493,136317
141493,78093
141493,33479
141493,90368
141493,97116
141493,131333
141493,13169
141493,58808
141493,33269
141493,68992
141493,43624
141493,22386
141493,74486
141493,2161
141493,128836
141493,108658
141493,9681
141493,42482
141493,15105
141493,20453
141493,45373
141493,17861
141493,17198
141493,132304
141493,110470
141493,86304
141493,100730
141493,102029
141493,101447
141493,142000
141493,52663
141493,48533
141493,20269
141493,3909
141493,33189
141493,139409
141493,117452
141493,160315
141493,3662
141493,126080
141493,74706
141493,163378
141493,21251
141493,123785
141493,116114
141493,95855
141493,163799
141493,14290
141493,94361
141493,54268
141493,63640
141493,103340
141493,486
141493,162466
141493,69905
141493,28434
141493,126786
141493,151140
141493,70325
141493,63522
141493,73440
141493,20694
141493,60540
141493,113937
141493,163219
141493,43225
141493,11176
141493,4122
141493,61696
141493,37963
141493,73897
141493,14039
141493,101454
141493,102446
141493,13047
141493,58758
141493,85068
141493,34852
141493,165095
141493,109968
141493,5467
141493,154495
141493,137949
141493,13917
141493,56631
141493,125753
141493,80575
141493,30291
141493,121122
141493,16998
141493,63596
141493,15948
141493,66153
141493,94119
141493,105587
141493,60750
141493,102285
141493,20213
141493,146953
141493,101348
141493,70057
141493,106969
141493,67532
141493,90988
141493,130925
141493,126838
141493,86300
141493,152372
141493,128248
141493,149590
141493,78367
141493,5020
141493,47135
141493,109803
141493,153899
141493,134415
141493,106213
141493,145788
141493,27524
141493,145858
141493,55214
141493,156808
141493,105441
141493,20544
141493,126173
141493,1446
141493,130725
141493,39648
141493,76881
141493,23461
141493,35305
141493,157871
141493,119911
141493,144034
141493,64071
141493,11482
141493,86372
141493,98950
141493,94652
141493,52565
141493,20083
141493,83798
141493,2955
141493,25831
141493,113365
141493,41874
141493,2305
141493,68063
141493,55639
141493,60909
141493,90313
141493,32425
141493,147693
141493,55763
141493,87362
141493,66514
141493,36757
141493,113921
141493,134139
141493,64012
141493,149779
141493,27361
141493,140367
141493,126204
141493,154437
141493,41797
141493,105715
141493,106535
141493,79691
141493,166142
141493,135895
141493,47718
141493,10263
141493,19547
141493,64542
141493,16039
141493,94444
141493,14043
141493,45761
141493,26407
141493,5216
141493,123897
141493,111776
141493,2506
141493,144769
141493,61934
141493,3430
141493,29562
141493,143171
141493,124112
141493,772
141493,75589
141493,101140
141493,50864
141493,12788
141493,29475
141493,53907
141493,43718
141493,96801
141493,114314
141493,8527
141493,160521
141493,122574
141493,151944
141493,118742
141493,129697
141493,84179
141493,63215
141493,144459
141493,108895
141493,84196
141493,17776
141493,98551
141493,144853
141493,87157
141493,7632
141493,80266
141493,89550
141493,35601
141493,27150
141493,166953
141493,2580
141493,9119
141493,16833
141493,15026
141493,45344
141493,96811
141493,134861
141493,132638
141493,26484
141493,86846
141493,60105
141493,34594
141493,105609
141493,47028
141493,63303
141493,160765
141493,161660
141493,33511
141493,123820
141493,149556
141493,4992
141493,15927
141493,129235
141493,148664
141493,16983
141493,70065
141493,73782
141493,134651
141493,110167
141493,117907
141493,108046
141493,116313
141493,31014
141493,128722
141493,6699
141493,99686
141493,92598
141493,55948
141493,138813
141493,72434
141493,84419
141493,114616
141493,5626
141493,8942
141493,63656
141493,1631
141493,119410
141493,117084
141493,156561
141493,100039
141493,73625
141493,31352
141493,100499
141493,13178
141493,112598
141493,17642
141493,152813
141493,104666
141493,119357
141493,146777
141493,110570
141493,164910
141493,64705
141493,118672
141493,133492
141493,102880
141493,152063
141493,86299
141493,109404
141493,97662
141493,4898
141493,123861
141493,124250
141493,49396
141493,46022
141493,150914
141493,109375
141493,95185
141493,3672
141493,97908
141493,116848
141493,112231
141493,80881
141493,37343
141493,60918
141493,93165
141493,147488
141493,44066
141493,101015
141493,142918
141493,92678
141493,60025
141493,7945
141493,38650
141493,89429
141493,112071
141493,32242
141493,167609
141493,118061
141493,152593
141493,12925
141493,109296
141493,133784
141493,92543
141493,159857
141493,154798
141493,116633
141493,114511
141493,21626
141493,21717
141493,95676
141493,33868
141493,120320
141493,56153
141493,133581
141493,163961
141493,167702
141493,77502
141493,152662
141493,52902
141493,90281
141493,154862
141493,69683
141493,126706
141493,151375
141493,142558
141493,71985
141493,88306
141493,66939
141493,30290
141493,27927
141493,155868
141493,148248
141493,53241
141493,7674
141493,5079
141493,33076
141493,21969
141493,25785
141493,102617
141493,34493
141493,61091
141493,132768
141493,137830
141493,130143
141493,130714
141493,26415
141493,50404
141493,103181
141493,109290
141493,105428
141493,37375
141493,135758
141493,120507
141493,34240
141493,106292
141493,37937
141493,83492
141493,69401
141493,152980
141493,78364
141493,97414
141493,119226
141493,2144
141493,146640
141493,94149
141493,38693
141493,23450
141493,134996
141493,113709
141493,133389
141493,26707
141493,157433
141493,120999
141493,153486
141493,6792
141493,6401
141493,163709
141493,95441
141493,123972
141493,116273
141493,108424
141493,109374
141493,166442
141493,55315
141493,124361
141493,78674
141493,3373
141493,106018
141493,167008
141493,143458
141493,99613
141493,90458
141493,19105
141493,134656
141493,144294
141493,81585
141493,51181
141493,44481
141493,149289
141493,35774
141493,8261
141493,55415
141493,102824
141493,29362
141493,154461
141493,68863
141493,86935
141493,34712
141493,3623
141493,111005
141493,57257
141493,16033
141493,122099
141493,56448
141493,35871
141493,159983
141493,112600
141493,55849
141493,53
141493,89664
141493,137789
141493,91110
141493,99431
141493,13836
141493,59359
141493,120443
141493,79896
141493,162299
141493,129732
141493,121019
141493,4033
141493,140391
141493,113624
141493,69871
141493,113395
141493,33137
141493,4645
141493,122863
141493,24141
141493,34545
141493,24480
141493,43913
141493,120733
141493,96840
141493,116648
141493,54701
141493,117679
141493,90262
141493,162480
141493,103184
141493,102243
141493,107926
141493,142868
141493,45071
141493,63163
141493,35091
141493,6209
141493,20534
141493,7511
141493,63402
141493,152312
141493,78584
141493,54230
141493,51894
141493,161115
141493,110830
141493,65871
141493,98129
141493,42896
141493,151401
141493,112159
141493,111437
141493,110697
141493,45330
141493,127639
141493,58132
141493,127812
141493,11475
141493,53188
141493,59835
141493,16770
141493,129254
141493,63037
141493,81555
141493,13398
141493,115444
141493,139491
141493,34924
141493,117705
141493,4474
141493,87517
141493,96608
141493,85819
141493,145171
141493,86806
141493,14795
141493,108214
141493,127191
141493,147937
141493,167116
141493,142291
141493,155191
141493,34904
141493,96928
141493,44178
141493,62725
141493,153383
141493,86419
141493,21966
141493,37168
141493,82631
141493,142272
141493,145364
141493,49622
141493,26444
141493,111733
141493,117630
141493,27209
141493,103764
141493,20146
141493,63677
141493,110487
141493,129075
141493,27217
141493,71419
141493,51386
141493,160982
141493,1412
141493,101518
141493,3583
141493,92783
141493,80214
141493,113502
141493,152200
141493,132277
141493,60635
141493,49551
141493,74878
141493,167793
141493,76352
141493,14769
141493,74339
141493,85874
141493,40868
141493,149947
141493,90297
141493,116186
141493,80396
141493,53638
141493,167252
141493,164379
141493,3536
141493,137311
141493,111492
141493,626
141493,597
141493,57991
141493,75754
141493,125587
141493,21760
141493,132940
141493,25551
141493,95470
141493,20654
141493,157114
141493,15500
141493,150221
141493,97396
141493,49469
141493,67808
141493,130992
141493,97296
141493,57079
141493,14385
141493,155755
141493,50486
141493,34489
141493,35970
141493,72021
141493,7949
141493,101203
141493,145873
141493,54574
141493,29317
141493,119528
141493,135287
141493,152188
141493,163160
141493,54830
141493,130338
141493,137214
141493,90697
141493,83640
141493,166420
141493,10658
141493,145782
141493,87608
141493,77394
141493,132917
141493,159395
141493,108956
141493,48120
141493,133938
141493,162648
141493,167925
141493,10578
141493,39586
141493,16723
141493,8725
141493,2107
141493,58215
141493,147786
141493,66454
141493,94348
141493,129838
141493,152994
141493,15173
141493,40729
141493,85326
141493,136297
141493,99220
141493,78899
141493,95171
141493,159846
141493,57015
141493,86865
141493,100993
141493,82884
141493,90366
141493,105024
141493,137209
141493,43739
141493,77904
141493,141723
141493,104199
141493,148044
141493,149034
141493,139036
141493,115115
141493,50442
141493,56501
141493,12242
141493,146499
141493,18465
141493,5891
141493,159953
141493,155090
141493,76103
141493,141217
141493,122691
141493,1221
141493,125560
141493,131636
141493,104821
141493,152607
141493,10031
141493,113072
141493,85751
141493,157180
141493,32101
141493,86901
141493,53309
141493,162340
141493,107309
141493,29269
141493,12398
141493,50663
141493,66127
141493,41221
141493,6744
141493,120907
141493,164260
141493,156331
141493,34410
141493,6128
141493,73129
141493,134517
141493,32695
141493,40714
141493,41393
141493,159230
141493,127121
141493,138792
141493,164490
141493,105116
141493,128213
141493,56234
141493,48386
141493,36000
141493,92878
141493,78824
141493,65921
141493,124802
141493,58481
141493,59763
141493,54657
141493,118279
141493,85649
141493,107706
141493,19672
141493,139915
141493,146686
141493,99709
141493,148739
141493,22079
141493,142330
141493,41864
141493,153187
141493,74644
141493,6590
141493,40783
141493,63569
141493,595
141493,67293
141493,98413
141493,108937
141493,2969
141493,18087
141493,85899
141493,101330
141493,125503
141493,112432
141493,57841
141493,15473
141493,148828
141493,123399
141493,99141
141493,144091
141493,59684
141493,103238
141493,162665
141493,38979
141493,42809
141493,90614
141493,115315
141493,3419
141493,6752
141493,129539
141493,10715
141493,56673
141493,62778
141493,94704
141493,148512
141493,26282
141493,113376
141493,105663
141493,42253
141493,22512
141493,125461
141493,95325
141493,135778
141493,58389
141493,40397
141493,160980
141493,91248
141493,13952
141493,25755
141493,63510
141493,26040
141493,139750
141493,131286
141493,137699
141493,28237
141493,66488
141493,39926
141493,44048
141493,68345
141493,133673
141493,21935
141493,111966
141493,106575
141493,113262
141493,29807
141493,129419
141493,44592
141493,83374
141493,164102
141493,33537
141493,120393
141493,111882
141493,54279
141493,64477
141493,164671
141493,138920
141493,29161
141493,132978
141493,50572
141493,152313
141493,125213
141493,88059
141493,140942
141493,7471
141493,50513
141493,119697
141493,108835
141493,61795
141493,106319
141493,32837
141493,73847
141493,157571
141493,144301
141493,160466
141493,36265
141493,97426
141493,127227
141493,114914
141493,54596
141493,154106
141493,93110
141493,54890
141493,138831
141493,118488
141493,108586
141493,8455
141493,155397
141493,103996
141493,103354
141493,158908
141493,160230
141493,5439
141493,7321
141493,153302
141493,105845
141493,92110
141493,162609
141493,138502
141493,3444
141493,130166
141493,73167
141493,149920
141493,64419
141493,148791
141493,158961
141493,1765
141493,224
141493,35850
141493,162743
141493,47540
141493,147035
141493,26715
141493,20831
141493,156135
141493,79910
141493,10035
141493,94243
141493,128441
141493,30365
141493,145249
141493,71095
141493,81387
141493,109354
141493,55890
141493,20547
141493,53136
141493,24265
141493,33719
141493,54938
141493,30627
141493,162584
141493,68909
141493,103261
141493,54823
141493,95716
141493,75344
141493,31721
141493,148123
141493,103651
141493,4869
141493,68555
141493,44538
141493,47617
141493,31607
141493,21631
141493,3559
141493,46109
141493,5086
141493,45389
141493,106989
141493,63232
141493,32533
141493,13071
141493,11587
141493,85328
141493,121839
141493,117682
141493,78809
141493,166772
141493,123724
141493,73112
141493,109244
141493,472
141493,142225
141493,137899
141493,39308
141493,79191
141493,138372
141493,88928
141493,51079
141493,56052
141493,139607
141493,80477
141493,22467
141493,107209
141493,72794
141493,14966
141493,61976
141493,108818
141493,96379
141493,90218
141493,119799
141493,161694
141493,80229
141493,70062
141493,53228
141493,58703
141493,84582
141493,158306
141493,93010
141493,25816
141493,116890
141493,50284
141493,102351
141493,162875
141493,125701
141493,68219
141493,65909
141493,95127
141493,151695
141493,74589
141493,37297
141493,69876
141493,96220
141493,140454
141493,150515
141493,112752
141493,209
141493,160297
141493,96234
141493,63312
141493,81735
141493,67045
141493,82944
141493,133203
141493,108373
141493,52513
141493,10882
141493,137233
141493,84437
141493,121817
141493,79486
141493,148543
141493,12099
141493,149786
141493,111669
141493,126927
141493,65132
141493,37060
141493,56869
141493,55041
141493,60588
141493,53528
141493,54558
141493,73522
141493,136859
141493,132477
141493,168037
141493,95463
141493,164029
141493,42183
141493,111519
141493,22707
141493,154044
141493,43010
141493,37818
141493,43788
141493,12428
141493,162035
141493,62556
141493,157059
141493,76760
141493,84131
141493,22336
141493,67958
141493,22580
141493,13123
141493,31291
141493,66286
141493,152181
141493,117525
141493,146865
141493,69239
141493,37106
141493,1942
141493,137569
141493,48744
141493,39281
141493,141021
141493,27364
141493,5655
141493,63815
141493,152466
141493,32801
141493,10410
141493,60197
141493,145362
141493,36697
141493,97481
141493,77421
141493,73977
141493,129922
141493,17655
141493,94355
141493,104155
141493,56128
141493,10629
141493,148568
141493,71044
141493,77003
